"TimeGenerated [Local Time]",Type,"_ResourceId",Operation,ObjectType,Object,EventType,EventSeverity,EventResult,ActorUsername,ActorUsernameType,NewValue,EventMessage,SrcIpAddr,EventCount,"EventStartTime [Local Time]","EventEndTime [Local Time]",EventProduct,EventVendor,EventSchemaVersion,EventSchema,Dvc,EventOriginalUid,IpAddr,User,Value
"9/24/2024, 7:35:53.624 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,,1,"9/24/2024, 7:35:53.624 PM","9/24/2024, 7:35:53.624 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/a5a594a6-1859-47de-a592-f7c3f8255621",,"selfserve@illumio.com",
"9/24/2024, 7:35:53.624 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,"10.6.16.64",1,"9/24/2024, 7:35:53.624 PM","9/24/2024, 7:35:53.624 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/a5a594a6-1859-47de-a592-f7c3f8255621","10.6.16.64","selfserve@illumio.com",
"9/24/2024, 7:35:54.009 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":190,""after"":191}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:54.009 PM","9/24/2024, 7:35:54.009 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/98033b99-e8f6-4821-a210-9fcfc83effc8",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":190,""after"":191}}"
"9/24/2024, 7:35:54.009 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":190,""after"":191}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:54.009 PM","9/24/2024, 7:35:54.009 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/98033b99-e8f6-4821-a210-9fcfc83effc8",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":190,""after"":191}}"
"9/24/2024, 7:35:54.009 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":190,""after"":191}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}","10.6.16.64",1,"9/24/2024, 7:35:54.009 PM","9/24/2024, 7:35:54.009 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/98033b99-e8f6-4821-a210-9fcfc83effc8","10.6.16.64","selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":190,""after"":191}}"
"9/24/2024, 7:35:54.318 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,,1,"9/24/2024, 7:35:54.318 PM","9/24/2024, 7:35:54.318 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/94adf26f-7315-4674-8d05-de1d3f4e3678",,"selfserve@illumio.com",
"9/24/2024, 7:35:54.318 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,"10.6.16.64",1,"9/24/2024, 7:35:54.318 PM","9/24/2024, 7:35:54.318 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/94adf26f-7315-4674-8d05-de1d3f4e3678","10.6.16.64","selfserve@illumio.com",
"9/24/2024, 7:35:55.965 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":191,""after"":192}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:55.965 PM","9/24/2024, 7:35:55.965 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/13415c43-f12d-4cdd-af78-19d65c132988",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":191,""after"":192}}"
"9/24/2024, 7:35:55.965 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":191,""after"":192}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:55.965 PM","9/24/2024, 7:35:55.965 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/13415c43-f12d-4cdd-af78-19d65c132988",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":191,""after"":192}}"
"9/24/2024, 7:35:55.965 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":191,""after"":192}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}","10.6.16.64",1,"9/24/2024, 7:35:55.965 PM","9/24/2024, 7:35:55.965 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/13415c43-f12d-4cdd-af78-19d65c132988","10.6.16.64","selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":191,""after"":192}}"
"9/24/2024, 7:35:56.331 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,,1,"9/24/2024, 7:35:56.331 PM","9/24/2024, 7:35:56.331 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/ed714a34-c838-4caa-bb66-7a5759f565ed",,"selfserve@illumio.com",
"9/24/2024, 7:35:56.331 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,"10.6.16.64",1,"9/24/2024, 7:35:56.331 PM","9/24/2024, 7:35:56.331 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/ed714a34-c838-4caa-bb66-7a5759f565ed","10.6.16.64","selfserve@illumio.com",
"9/24/2024, 7:35:56.791 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":192,""after"":193}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:56.791 PM","9/24/2024, 7:35:56.791 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/aa08b5a5-abc9-400b-a031-e025fd6fb65c",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":192,""after"":193}}"
"9/24/2024, 7:35:56.791 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":192,""after"":193}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:56.791 PM","9/24/2024, 7:35:56.791 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/aa08b5a5-abc9-400b-a031-e025fd6fb65c",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":192,""after"":193}}"
"9/24/2024, 7:35:56.791 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":192,""after"":193}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}","10.6.16.64",1,"9/24/2024, 7:35:56.791 PM","9/24/2024, 7:35:56.791 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/aa08b5a5-abc9-400b-a031-e025fd6fb65c","10.6.16.64","selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":192,""after"":193}}"
"9/24/2024, 7:35:57.047 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,,1,"9/24/2024, 7:35:57.047 PM","9/24/2024, 7:35:57.047 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/32f743db-0d41-48f3-8227-c7c4d71285ce",,"selfserve@illumio.com",
"9/24/2024, 7:35:57.047 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,"10.6.16.64",1,"9/24/2024, 7:35:57.047 PM","9/24/2024, 7:35:57.047 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/32f743db-0d41-48f3-8227-c7c4d71285ce","10.6.16.64","selfserve@illumio.com",
"9/24/2024, 7:35:57.493 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":193,""after"":194}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:57.493 PM","9/24/2024, 7:35:57.493 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/de47610f-b7cb-4636-b96d-f7ffa966018d",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":193,""after"":194}}"
"9/24/2024, 7:35:57.493 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":193,""after"":194}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}",,1,"9/24/2024, 7:35:57.493 PM","9/24/2024, 7:35:57.493 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/de47610f-b7cb-4636-b96d-f7ffa966018d",,"selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":193,""after"":194}}"
"9/24/2024, 7:35:57.493 PM","Illumio_Auditable_Events_CL",,"User authenticated","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,"{""sign_in_attempts_count"":{""before"":193,""after"":194}}","{""user"":{""href"":""/users/1"",""type"":""local"",""username"":""selfserve@illumio.com""}}","10.6.16.64",1,"9/24/2024, 7:35:57.493 PM","9/24/2024, 7:35:57.493 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/de47610f-b7cb-4636-b96d-f7ffa966018d","10.6.16.64","selfserve@illumio.com","{""sign_in_attempts_count"":{""before"":193,""after"":194}}"
"9/24/2024, 7:35:57.768 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,,1,"9/24/2024, 7:35:57.768 PM","9/24/2024, 7:35:57.768 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/8404f081-b405-4205-a5f2-a5050734e607",,"selfserve@illumio.com",
"9/24/2024, 7:35:57.768 PM","Illumio_Auditable_Events_CL",,"User logged in","Cloud Resource",User,Other,Informational,Success,"selfserve@illumio.com",UPN,,,"10.6.16.64",1,"9/24/2024, 7:35:57.768 PM","9/24/2024, 7:35:57.768 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/8404f081-b405-4205-a5f2-a5050734e607","10.6.16.64","selfserve@illumio.com",
"9/24/2024, 7:36:03.369 PM","Illumio_Auditable_Events_CL",,,,,,High,Failure,"perf-workload-60",Simple,,,,1,"9/24/2024, 7:36:03.369 PM","9/24/2024, 7:36:03.369 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/69b09d8d-5487-46f5-ba2a-c9e3a241cf66",,"perf-workload-60",
"9/24/2024, 7:36:03.369 PM","Illumio_Auditable_Events_CL",,"Agent updated existing containers","Cloud Resource",Agent,Set,High,Failure,"perf-workload-60",Simple,,,"10.6.16.96",1,"9/24/2024, 7:36:03.369 PM","9/24/2024, 7:36:03.369 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/69b09d8d-5487-46f5-ba2a-c9e3a241cf66","10.6.16.96","perf-workload-60",
"9/24/2024, 7:36:03.379 PM","Illumio_Auditable_Events_CL",,,,,,High,Failure,"perf-workload-59",Simple,,,,1,"9/24/2024, 7:36:03.379 PM","9/24/2024, 7:36:03.379 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/b03ffe37-5373-4a91-b934-a4e1ee7b3825",,"perf-workload-59",
"9/24/2024, 7:36:03.379 PM","Illumio_Auditable_Events_CL",,"Agent updated existing containers","Cloud Resource",Agent,Set,High,Failure,"perf-workload-59",Simple,,,"10.6.16.96",1,"9/24/2024, 7:36:03.379 PM","9/24/2024, 7:36:03.379 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/b03ffe37-5373-4a91-b934-a4e1ee7b3825","10.6.16.96","perf-workload-59",
"9/24/2024, 7:36:07.017 PM","Illumio_Auditable_Events_CL",,"Container cluster updated","Cloud Resource","Container_cluster",Set,Informational,Success,Unknown,Simple,"{""manager_type"":{""before"":null,""after"":""Gatling v2.2.0""},""kubelink_version"":{""before"":null,""after"":""1.1.0""}}","{""container_cluster"":{""href"":""/orgs/1/container_clusters/d21c1df9-f83b-4a35-9275-dd053defa42a"",""name"":""ContainerCluster-1862""}}","10.6.16.96",1,"9/24/2024, 7:36:07.017 PM","9/24/2024, 7:36:07.017 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/9fc7557a-46a6-4814-8590-3100fc475ed7","10.6.16.96",Unknown,"{""manager_type"":{""before"":null,""after"":""Gatling v2.2.0""},""kubelink_version"":{""before"":null,""after"":""1.1.0""}}"
"9/24/2024, 7:36:07.935 PM","Illumio_Auditable_Events_CL",,"Container cluster updated","Cloud Resource","Container_cluster",Set,Informational,Success,Unknown,Simple,"{""container_network_id"":{""before"":null,""after"":34}}","{""container_cluster"":{""href"":""/orgs/1/container_clusters/d21c1df9-f83b-4a35-9275-dd053defa42a"",""name"":""ContainerCluster-1862""}}","10.6.16.96",1,"9/24/2024, 7:36:07.935 PM","9/24/2024, 7:36:07.935 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/070cf680-2f14-44bc-92b4-86b9c259b48b","10.6.16.96",Unknown,"{""container_network_id"":{""before"":null,""after"":34}}"
"9/24/2024, 7:36:08.311 PM","Illumio_Auditable_Events_CL",,"Container cluster updated","Cloud Resource","Container_cluster",Set,Informational,Success,Unknown,Simple,"{""namespace"":{""before"":null,""after"":""ContainerNamespace-1862""},""external_id"":{""before"":null,""after"":""01234567-89ab-cdef-0123-000001048576""}}","{""container_workload_profile"":{""href"":""/orgs/1/container_clusters/d21c1df9-f83b-4a35-9275-dd053defa42a/container_workload_profiles/68983437-247d-4bbe-9312-bef0f6896410"",""name"":""ContainerNamespace-1862""}}","10.6.16.96",1,"9/24/2024, 7:36:08.311 PM","9/24/2024, 7:36:08.311 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/2e778dd8-cf33-4495-a5b9-3262afc8aa83","10.6.16.96",Unknown,"{""namespace"":{""before"":null,""after"":""ContainerNamespace-1862""},""external_id"":{""before"":null,""after"":""01234567-89ab-cdef-0123-000001048576""}}"
"9/24/2024, 7:36:09.388 PM","Illumio_Auditable_Events_CL",,"Container cluster services updated, created, or deleted by Kubelink","Cloud Resource","Container_cluster",Set,Informational,Success,Unknown,Simple,"{""name"":{""before"":null,""after"":""vs1048576-ContainerCluster-1862-ContainerNamespace-1862""},""external_data_set"":{""before"":null,""after"":""01234567-89ab-cdef-0123-000001048576|ContainerNamespace-1862""},""external_data_reference"":{""before"":null,""after"":""d21c1df9-f83b-4a35-9275-dd053defa42a""},""annotations"":{""before"":null,""after"":{}},""label_ids_array"":{""before"":null,""after"":[232,234,231,233]},""type"":{""before"":null,""after"":""ContainerClusterService""},""external_service_uid"":{""before"":null,""after"":""01234567-89ab-cdef-0123-000001048576""},""apply_to"":{""before"":null,""after"":""host_only""},""labels"":{""created"":[{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""},{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""}]},""service_ports"":{""created"":[{""port"":195,""proto"":17}]},""ip_overrides"":{""created"":[{""ip"":""10.128.196.153"",""network_id"":34}]}}","{""virtual_service"":{""href"":""/orgs/1/sec_policy/draft/virtual_services/2ef878f1-0565-4aba-9e14-f9ba7d0d4cec"",""name"":""vs1048576-ContainerCluster-1862-ContainerNamespace-1862"",""labels"":[{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""}]}}","10.6.16.96",1,"9/24/2024, 7:36:09.388 PM","9/24/2024, 7:36:09.388 PM",Core,Illumio,"0.1.0",AuditEvent,"2x2testvc308.ilabs.io","/orgs/1/events/7e225782-1f2d-4768-b166-894cf694eb72","10.6.16.96",Unknown,"{""name"":{""before"":null,""after"":""vs1048576-ContainerCluster-1862-ContainerNamespace-1862""},""external_data_set"":{""before"":null,""after"":""01234567-89ab-cdef-0123-000001048576|ContainerNamespace-1862""},""external_data_reference"":{""before"":null,""after"":""d21c1df9-f83b-4a35-9275-dd053defa42a""},""annotations"":{""before"":null,""after"":{}},""label_ids_array"":{""before"":null,""after"":[232,234,231,233]},""type"":{""before"":null,""after"":""ContainerClusterService""},""external_service_uid"":{""before"":null,""after"":""01234567-89ab-cdef-0123-000001048576""},""apply_to"":{""before"":null,""after"":""host_only""},""labels"":{""created"":[{""href"":""/orgs/1/labels/232"",""key"":""app"",""value"":""App39176""},{""href"":""/orgs/1/labels/234"",""key"":""loc"",""value"":""Loc39176""},{""href"":""/orgs/1/labels/231"",""key"":""role"",""value"":""Role39176""},{""href"":""/orgs/1/labels/233"",""key"":""env"",""value"":""Env39176""}]},""service_ports"":{""created"":[{""port"":195,""proto"":17}]},""ip_overrides"":{""created"":[{""ip"":""10.128.196.153"",""network_id"":34}]}}"
